researcher,title,authors,value of cited by,year
Patrick Lambert,Pyramiding mono and polygenic resistances is one strategy to provide lasting control of the resistance to the green peach aphid and powdery mildew in peach,"P Lambert, MH Sauge, JL Poëssel, T Pascal",1.0,2008.0
Patrick Lambert,Virtual experiments: the estuarine migration of glass eel with an individual-based model,"P Lambert, A Sottolichio, N Dumoulin",1.0,2005.0
Patrick Lambert,Ontologies et indexations vidéo pour les films d'animation,"D Beauchêne, F Deloule, I Bogdan, P Lambert",1.0,2005.0
Patrick Lambert,Influence de la Réduction des Couleurs sur la Détection des Changements de Plan dans les Films d’Animation,"B IONESCU, P LAMBERT, D COQUIN, V BUZULOIU",1.0,2005.0
Patrick Lambert,STATIC HAND GESTURE RECOGNITION SYSTEM,"B Ionescu, D Coquin, P Lambert, V Buzuloiu",1.0,2004.0
Patrick Lambert,Image processing using fuzzy techniques for sausage quality evaluation,"P Lambert, G Mauris, N Perrot",1.0,2001.0
Patrick Lambert,Détection de failles géologiques par traitement morphologique multi-spectral,"J Chanussot, P Lambert, G Vidal, E Trouvé",1.0,1999.0
Patrick Lambert,Mise au point d'une technique d'inventaire de l'anguille par pêche électrique: exploitation des données CSP et CEMAGREF,P Lambert,1.0,1993.0
Patrick Lambert,Un opérateur optimal pour la détection de contours dans des images couleur,"W ALSHATTI, P LAMBERT",1.0,1993.0
Patrick Lambert,Deep‐learning Analysis of Cherenkov Telescope Array Images,"M JACQUEMONT, T VUILLAUME, A BENOIT, G MAURIN, P LAMBERT",,2024.0
Patrick Lambert,Quel enseignement de l’écologie à l’école?,"S Turpin, B Castagneyrol, M Dagens, D Dessagne, M Farina, AF Gibert, ...",,2021.0
Patrick Lambert,Content-based multimedia indexing (CBMI 2018)[SI 1104],"R Péteri, G Quénot, P Joly",,2021.0
Patrick Lambert,Reproduction and Adaptation: A Definition of the Thermal Niche of Spawning for a French Metapopulation of Allis Shad in a Global Warming Context,"A Paumier, H Drouineau, L Carry, P Lambert",,2018.0
Patrick Lambert,La grande alose adopte une tactique de ponte efficace pour optimiser la survie de la descendance,"P Lambert, P Jatteau, A Paumier, L Carry, H Drouineau, MLEP FRA",,2018.0
Patrick Lambert,Hilbert Based Video To Timed-Image Filling and Learning To Recognize Visual Violence,"AM ATTO, A Benoît, P Lambert",,2018.0
Patrick Lambert,Sélection génomique-Quelles perspectives chez les Prunus?,"M N'sibi, C Confolent, P Lambert, S Bureau, B Gouble, A Blanc, G Roch, ...",,2017.0
Patrick Lambert,Assessing the impact of anthropogenic pressures on temperate eels using Genetics & Evolutionary ecology-based model for eels (GenEveel),"M Mateo, P Lambert, S Tétard, H Drouineau",,2017.0
Patrick Lambert,Could Multimedia approaches help Remote Sensing Analysis?,"AB Hamida, A Benoit, P Lambert, C Ben-Amar",,2015.0
Patrick Lambert,Clustering Spectral semi-supervisé avec propagation des contraintes par paires,"N Voiron, A Benoit, A Filip, P Lambert, B Ionescu",,2015.0
Patrick Lambert,Preface to the special issue on Content-Based Multimedia Indexing,"S Marchand-Maillet, P Lambert, B Mérialdo, J Benois-Pineau",,2014.0
Patrick Lambert,Control of chilling requirement and flowering time in trees; linking genetics and genomics to understand these complex phenological traits in deciduous fruit and forest trees,"AG Abbott, S Mariette, L Andreini, T Zhebentyayeva, Z Liu, G Roch, ...",,2014.0
Patrick Lambert,Suivi par échographie de la maturation sexuelles des anguilles argentées,"S Bureau Du Colombier, L Jacobs, C Gesset, P Elie, P Lambert",,2014.0
Patrick Lambert,"Passé, présent et future de l'alose vraie, Alosa alosa, évalués par une approche de dynamique de population en deux étapes","T Rougier, H Drouineau, G Lassalle, E Rochard, P Lambert",,2014.0
Patrick Lambert,Evaluation du stock d'anguilles jaunes orientée par le processus de colonisation pour mesurer l'impact des obstacles,"P Lambert, H Drouineau, C Briand, L Beaulaton",,2014.0
Patrick Lambert,Science pour la gestion des pêcheries de civelles: comment définir les TAC en France?,"L Beaulaton, P Lambert, E Prévost, A Bardonnet",,2014.0
Patrick Lambert,Monitoring of sexual maturation in silver eels using ultrasonography,"S Bureau Du Colombier, L Jacobs, C Gesset, P Elie, P Lambert",,2014.0
Patrick Lambert,"Past, present and future of the Allis shad, Alosa alosa, assessed by a two-step population dynamics approach","T ROUGIER, H Drouineau, G Lassalle, E Rochard, P Lambert",,2014.0
Patrick Lambert,New advances on the flesh's red pigmentation in peach,"T Pascal, S Bureau, L Heurtevin, JB Mauroux, C Confolent, P Lambert, ...",,2014.0
Patrick Lambert,A visual-based late-fusion framework for video genre classification,"I Mironică, B Ionescu, C Rasche, P Lambert",,2013.0
Patrick Lambert,Molecular assisted selection (MAS): a promising approach under development in peach breeding,"P Lambert, E Dirlewanger, B Quilot-Turion, M Troggio, D Micheletti, ...",,2013.0
Patrick Lambert,Genetic variability study in a wide germplasm of domesticated peach through high throughput genotyping,"D Micheletti, V Aramini, P Arus, E Banchi, T Barreneche, D Bassi, ...",,2013.0
Patrick Lambert,Genetic Variability Study in a Wide Germplasm of Domesticated Peach Through High Throughput,"D Micheletti, V Aramini, P Arus, E Banchi, T Barreneche, D Bassi, ...",,2013.0
Patrick Lambert,Characterization and genetic mapping of a new blood-flesh trait controlled by the single dominant locus DBF in peach.,"SZJ Shen ZhiJun, C Confolent, P Lambert, JL Poëssel, B Quilot-Turion, ...",,2013.0
Patrick Lambert,New insights on blood-flesh determinants in peach,"T Pascal, C Confolent, P Lambert, JL Poëssel, B Quilot-Turion, Z Shen",,2013.0
Patrick Lambert,"Estimations des possibilités de captures totales d'anguilles de moins de 12 cm pour les saisons 2012-2013, 2013-2014 et 2014-2015","L Beaulaton, P Lambert, A Bardonnet",,2013.0
Patrick Lambert,Identification et marquage des facteurs génétiques de résistance à la Sharka chez l’abricotier et le Prunus davidiana,"D Tricon, P Lambert, JM Audergon, T Pascal, G Roch, V Decroocq",,2013.0
Patrick Lambert,Identification et marquage des facteurs génétiques de résistance à la Sharka chez l’abricotier et le Prunus davidiana,"P Lambert, JM Audergon, T Pascal, G Roch, V Decroocq",,2013.0
Patrick Lambert,Identification and tagging of genetic resistance factors to Sharka disease in apricot trees and Prunus davidiana,"D Tricon, P Lambert, JM Audergon, T Pascal, G Roch, V Decroocq",,2013.0
Patrick Lambert,La subsidiarité à l'oeuvre dans une politique européenne; le cas du règlement anguilles,"MJ Menozzi, C Barthelemy, P Lambert",,2013.0
Patrick Lambert,Behavioural experiments on young of year European sturgeon (Acipenser sturio) intended for stocking ADAPTEST (ADAPTability TESTs),"ML Acolas, C Gesset, R Fraty, L Jacobs, P Lambert, E Rochard",,2013.0
Patrick Lambert,Semantic concept detection using dense codeword motion,"C Tănase, B Mérialdo",,2013.0
Patrick Lambert,IRIM-Indexation et Recherche d'Information Multimedia GDR-ISIS,"N Ballas, B Labbé, A Shabou, H Le Borgne, P Gosselin, M Redi, ...",,2012.0
Patrick Lambert,AUTOMATICWEB VIDEO CATEGORIZATION USING AUDIO-VISUAL INFORMATION AND HIERARCHICAL CLUSTERING RELEVANCE FEEDBACK,"B Ionescu, K Seyerlehner, I Mironica, C Vertan, P Lambert",,2012.0
Patrick Lambert,Automatic web video categorization using audio-visual information and hierarchical clustering RF,"B Ionescu, K Seyerlehner, I Mironica, C Vertan, P Lambert",,2012.0
Patrick Lambert,2012 10th International Workshop on Content-Based Multimedia Indexing (CBMI),"F Annecy, P Lambert, LP Annecy-Chambery",,2012.0
Patrick Lambert,Le modèle EDA (Eel Density Analysis) pour estimer l'échappement des anguilles argentées dans un réseau hydrographique à partir de données disponibles sur les stocks en place,"C Jouanin, C Briand, L Beaulaton, P Lambert",,2012.0
Patrick Lambert,"Synthèse du programme de conservation d'Acipenser sturio en France depuis 2007: Production de juvéniles, expérimentations, lâché suivi dans le milieu naturel","ML Acolas, E Rochard, P Chèvre, P Jatteau, C Gesset, N Delage, ...",,2012.0
Patrick Lambert,Rapport sur le stock et la pêche de l'anguille en France 2011-2012,"L Beaulaton, C Briand, G Castelnaud, MN De Casamajor, P Lambert, ...",,2012.0
Patrick Lambert,EDA model (Eel Density Analysis) to assess silver eels escapement in a river network from data available from stocks.,"C Jouanin, C Briand, L Beaulaton, P Lambert",,2012.0
Patrick Lambert,Colinisation and use of estuarine habitats by catadromous fish species: comparison between Seine and Gironde,"J Coustillas, J Cachot, C Le Pichon, H Budzinski, P Lambert, M Bunel, ...",,2012.0
Patrick Lambert,Peach molecular breeding at the INRA Avignon and links to a new European initiative to increase fruit breeding efficiency: FP7 KBBE FruitBreedomics,P Lambert,,2012.0
Patrick Lambert,Identification of genomic regions and candidate genes involved in fruit ripening in two apricot (Prunus armeniaca L.) cultivars,"P Lambert, D Ruiz, B Gouble, S Bureau, L Buendia, M Reich, P Reling, ...",,2012.0
Patrick Lambert,Colonisation et utilisation des habitats estuariens par les poissons migrateurs thalassotoques: approche comparative Seine-Gironde,"J Coustillas, J Cachot, C Le Pichon, H Budzinski, P Lambert, M Bunel, ...",,2012.0
Patrick Lambert,Développement d’outils de modélisation de la population d’anguille européenne prenant en compte la diversité des paramètres de dynamique par grande fraction d’aire de …,P Lambert,,2012.0
Patrick Lambert,Report on the eel stock and fishery in France 2011-2012,"L Beaulaton, C Briand, G Castelnaud, MN De Casamajor, P Lambert, ...",,2012.0
Patrick Lambert,"Overview of the Acipenser sturio conservation program in France since 2007: Juvenile production, laboratory experiments, stocking and monitoring in the natural environment","ML Acolas, E Rochard, P Chèvre, P Jatteau, C Gesset, N Delage, ...",,2012.0
Patrick Lambert,Estimations des possibilités de captures totales d'anguilles de moins de 12 cm pour les saisons 2011-2012 et de date de fermeture de l'anguille jaune et argentée pour les …,"L Beaulaton, P Lambert, A Bardonnet, MN De Casamajor",,2011.0
Patrick Lambert,Metabolic loss of mass in glass eels at different salinities according to their propensity to migrate.,"SB Colombier, V Bolliet, P Lambert, A Bardonnet",,2011.0
Patrick Lambert,Mejoramiento genético en el melocotonero: novedades y perspectivas para la resistencia a los bioagresores y la calidad del fruto,"T Pascal, P Lambert, B Quilot-Turion, V Decroocq, MH Sauge-Collet",,2011.0
Patrick Lambert,Rapport sur le stock et la pêche de l'anguille en France 2010-2011,"L Beaulaton, C Briand, G Castelnaud, MN De Casamajor, P Lambert, ...",,2011.0
Patrick Lambert,Report on the eel stock and fishery in France 2010/’11 in EIFAC/ICES WGEEL Report 2011,"L Beaulaton, C Briand, G Castelnaud, MN de Casamajor, P Lambert, ...",,2011.0
Patrick Lambert,Report on the eel stock and fishery in France 2010-2011,"L Beaulaton, C Briand, G Castelnaud, MN De Casamajor, P Lambert, ...",,2011.0
Patrick Lambert,Les espèces: ordre des anguilliformes,"E Feunteun, P Elie, P Lambert, C Rigaud, P Keith, H Persat, J Allardi",,2011.0
Patrick Lambert,Determination of the impact of dams on the access of American eel(Anguilla rostrata) to freshwater habitats and establishment of priorities for habitat productivity,"P Lambert, G Verreault, B Levesque, V Tremblay, JD Dutil, P Dumont, ...",,2011.0
Patrick Lambert,The french peach breeding program (INRA): an integrative approach for pest/disease resistance and fruit quality,"P Lambert, JL Poëssel, C Croset, MN Corre, B Quilot-Turion, V Signoret, ...",,2010.0
Patrick Lambert,Analysis of the genetic determinism of phenological traits on Punus fruit species ans its interaction with envirnmental and climatic conditions,"E Dirlewanger, J Quero-Garcia, L Le Dantec, J Joly, JY Chevrollier, ...",,2010.0
Patrick Lambert,Quantitative resistance to Plum pox virus in Prunus davidiana P1908: a possible resource for durable resistance in peach,"P Lambert, M Rubio, C Tuero, A Bachellez, T Pascal",,2010.0
Patrick Lambert,Analysis of the resistance to PPV in a F1 progeny derived from the apricot cultivars' Goldrich'and'Moniqui'. Identification of the QTLs involved,"P Lambert, G Roch, A Graillat, J Leonetti, E Martin, AM Ferreol, A Blanc, ...",,2010.0
Patrick Lambert,"Estimations des possibilités de captures totales d'anguilles de moins de 12 cm pour les saisons 2010-2011, 2011-2012 et 2014-2015 en fonction du plan de gestion français et …","L Beaulaton, P Lambert, A Bardonnet, E Prévost, MN De Casamajor, ...",,2010.0
Patrick Lambert,Genetic analysis of peach and apricot fruit characters based on QTL analysis and candidate gene,"P Arus, B Quilot, E Illa, L Le Dantec, A Moing, P Lambert, JL Poessel, ...",,2010.0
Patrick Lambert,Use of different methodological approaches to study sugar contents in stonefruits,"L Dondini, M Adami, S Tartarini, D Bassi, D Ruiz, P Lambert, T Pascal, ...",,2010.0
Patrick Lambert,Inheritance of fruit flesh phenolic compounds in peach and apricot: identification quantitative variations and QTL comparative mapping,"C Croset, JM Audergon, MN Corre, P Lambert, B Quilot, B Gouble, ...",,2010.0
Patrick Lambert,Candidate gene mapping and QTL analysis involved in agronomical and fruit quality traits in Prunus species in the European integrated project ISAFRUIT,"E Dirlewanger, G Cardinet, C Renaud, L Le Dantec, CC Deborde, ...",,2010.0
Patrick Lambert,Study of the genetic basis of Prunus fruit quality in 2 peach and 2 apricot populations–ISAFRUIT WP6-1 IP-Project.,"JM Audergon, D Ruiz, A Bachellez, B Gouble, M Grotte, M Bogé, A Blanc, ...",,2010.0
Patrick Lambert,QTL analysis for fruit ripening traits in apricot (Prunus armeniaca L.),"P Lambert, D Ruiz, B Gouble, S Bureau, M Reich, P Reling, A Bachellez, ...",,2010.0
Patrick Lambert,Rapport sur le stock et la pêche de l'anguille en France 2009-2010,"L Beaulaton, C Briand, G Castelnaud, MN De Casamajor, P Lambert, ...",,2010.0
Patrick Lambert,ISAFRUIT European project: QTLs and candidate genes for quality traits in apricot.,"D Ruiz, L Dondini, M Adami, C Cervellati, P DE FRANCESCHI, S Bureau, ...",,2010.0
Patrick Lambert,Programme d'amélioration génétique du pêcher (INRA): Nouvelles et prespectives pour la résistance aux bio-agresseurs,"T Pascal, P Lambert, JL Poessel, V Decroocq, MH Sauge-Collet",,2010.0
Patrick Lambert,Corylus project: influence of the composition and structure of the forest patches on biodiversity. Finalrport of the Contract GIP-Ecofor-MEEDM No. 0000192,"JL Dupouey, L Bergès, JG Boureau, C Cluzeau, M Duprez, T Nedeltcheva, ...",,2010.0
Patrick Lambert,Report on the eel stock and fishery in France 2009/’10 in EIFAC/ICES WGEEL Report 2010,"L Beaulaton, C Briand, G Castelnaud, MN de Casamajor, P Lambert, ...",,2010.0
Patrick Lambert,Genomic organization of the resistance to Plum pox virus in distinct apricot progenies through a quantitative meta-analysis,"V Decroocq, G Marandel, J Salava, A Abbott, JM Audergon, P Lambert, ...",,2010.0
Patrick Lambert,Report on the eel stock and fishery in France 2009-2010,"L Beaulaton, C Briand, G Castelnaud, MN De Casamajor, P Lambert, ...",,2010.0
Patrick Lambert,Mapping a large set of candidate genes related with fruit quality in peach,"E Illa, P Arus, E Dirlewanger, L Le Dantec, G Cardinet, P Lambert, ...",,2009.0
Patrick Lambert,Peach fruit quality: candidate genes or map-based cloning strategy?,"E Dirlewanger, K Boudehri, C Renaud, C Croset, L Le Dantec, E Illa, ...",,2009.0
Patrick Lambert,QTL anlysis of characters involved in fruit quality in Prunus persica and a related species and co-location with candidate genes in the European Project ISAFRUIT,"E Dirlewanger, K Boudehri, C Renaud, M Fouché, C Croset, L Le Dantec, ...",,2009.0
